,Q,A,label
9040,좋아하는 연예인이 있군요. 친구들과 같이 이야기 못 해 외롭겠어요.,친구들에게 먼저 다가가고 싶은데 안 놀아 줄까 봐 고민이야.,1
9041,어떤 잘못을 하셨는데요?,잘 알아보지도 않고 부하 직원의 발언을 비판한 것에 대해 죄책감이 들어.,1
9042,알고 지내던 사람이 어려움을 당했나 보군요. 어떤 상황인가요?,일찍 가정을 이루고 가장 역할을 충실히 하려고 열심히 살아왔는데 병으로 시한부를 선고받았대.,1
9043,친구들과 만나지 못하셔서 속상하시군요.,맞아. 맨날 출근하고 퇴근하는 것만 반복하니까 인간관계가 마비된 기분이야.,1
9044,힘든 친구에게 도움을 줄 수 없어 답답한 마음이 드실 것 같아요.,아무런 도움이 되지 못하는 내가 너무 원망스러워.,1
9045,의지했던 할머니가 돌아가셔서 많이 슬프셨겠어요.,나는 부모님보다 할머니 품이 더 좋을 때가 많았거든. 그런데 이제 할머니를 볼 수 없어.,1
9046,남편에게 실망감이 크겠어요.,실망하기도 하고 답답해.,1
9047,기다렸던 가족외식이 취소되어 속상하시겠어요.,먹고 싶은 것도 정해놨었는데.,1
9048,불편한 곳이 있으신가요?,여기저기 아프기 시작하는 것 같아.,1
9049,아들들의 싸움을 보시고 내 탓인 것 같아 슬프시군요.  조금 더 자세히 말씀해주시겠어요?,짐만 되는 나를 보살피기 싫다며 서로 나를 미루다가 싸우더라고.,1
9050,남편분에게 많이 실망하셨네요.,약속한걸 안 해서 너무 실망이야.,1
9051,형의 장례식에 참석하지 못하셨군요. 슬프시겠어요.,피붙이라고는 하나 남았었는데 형이 얼마나 고통스럽게 갔을지 비통할 뿐이야.,1
9052,새 직장에서 적응하기가 어려워서 힘드셨군요.,직장 사람들이 나에게 너무 까칠하게 대하는 것 같아.,1
9053,오늘 일하는게 무슨 일 있으신가요?,내 직장 동료가 나보다 앞서나가는 것 같아 마음이 우울해.,1
9054,몸이 예전과 같지 않다고 느꼈나 봐요. 특별히 안 좋아지신 부분이 있나요?,조금만 움직여도 피곤하고 소화도 안 되고 온몸이 아파. 너무 우울해.,1
9055,가족분들이 주말에 모두 외출하셨군요.,아내한테 전화했는데 전화를 받지 않아 순간적으로 외톨이 된 것 같았어.,1
9056,대인관계에 있어서 어려움을 느끼고 계시네요.,생일도 먼저 챙겨주고 연락도 자주 했는데 사람들의 반응이 뜨뜻미지근해. 나란 사람은 정말 매력이 없나 봐.,1
9057,장례식장에 가셔야 한다고요?,응 친구가 죽어서 가 봐야해. 건강했었는데 갑자기 이런 소식을 들으니 너무 슬프고 눈물이 나네.,1
9058,그 친구분에게 미안한 거군요. 너무 속상해 하지 마세요.,이제부터는 타인에게 관심을 좀 더 가져야겠어.,1
9059,왜 그렇게 느끼시는지 여쭈어도 될까요?,다른 직원들은 하루면 끝내는 일을 나만 며칠을 잡고 있어서 팀장님께 혼이 났어.,1
9060,점심시간에 혼자 도시락을 먹다 보니 회사 동료들과 멀어진 것 같아 걱정이시군요.,식비가 절약돼서 좋기는 한데 동료들과 대화할 기회가 줄어든 것 같아서 소외감이 느껴져.,1
9061,많이 슬프시겠어요. 좀 더 자세히 알려주세요.,백내장이 손님들이 보시기에 불쾌하다며 나를 채용해주지 않는 사장이 이해가 되면서도 너무 밉고 눈물이 나.,1
9062,풀리는 일이 없으시군요. 취업 문제로 많이 힘드신가 봐요.,친구들은 다 버젓이 취업하고 결혼도 했는데 나는 아직도 이러고 있으니.,1
9063,열심히 돈을 벌더라도 충분히 쓰지 못할 거라는 생각에 우울하셨군요.,지병도 있어서 오래 못 살 텐데 이 나이에 일해서 뭐 해?,1
9064,결과가 좋지 않으셨나 보군요.,응. 그렇게 운동을 했는데도 변화가 없다네.,1
9065,건강을 지키고자 하였는데 병에 걸려 상심이 크시겠어요.,아침마다 뒷산에 꼬박꼬박 올라가서 등산하고 가까운 거리도 걸어 다녔는데 노력이 허사가 됐어.,1
9066,주변에서 사귀냐고 놀렸는데 볼이 빨개지셔서 부끄러우셨군요.,사실은 그 아이에게 마음이 있었어서 더 부끄러웠던 것 같아.,1
9067,괴롭히는 친구들 때문에 많이 속상하시군요.,내가 할 수 있는 게 있을까? 자꾸 눈물이 나고 안 좋은 생각을 하게 돼.,1
9068,몸이 아파서 힘드시군요.,언제부터인가 몸이 예전 같지가 않아. 감기가 들어도 오래 가고 이러다가 언젠가는 심각한 합병증도 생길 거 같고.,1
9069,너무 화가 나시겠어요.,그냥 내일 갈지 말지 너무 고민이야.,1
9070,결혼까지 약속한 남자친구분의 실망스러운 행동으로 환멸을 크게 느끼시는 것 같아요.,정말 오래 만났는데 한순간에 이렇게 끝나다니. 정말 허무하네.,1
9071,그래요? 너무 슬프시겠어요.,그렇게 정정하던 사람이 암으로 돌아가셨어.,1
9072,따돌림을 당해서 슬플 텐데 친구와도 멀어져서 더욱더 속상하고 슬펐겠어요.,응. 그 친구와 다시 가까워지고 싶어.,1
9073,친한 동료가 과로로 쓰러지셨군요.,동료이지만 친구처럼 지냈던 사람이 쓰러져서 너무 슬퍼.,1
9074,따님의 이야기를 듣고 충격이 크시겠어요.,딸이 이렇게 잘못된 행동을 하고 있었는데 몰랐다는데 너무 충격적이야.,1
9075,후회 없는 삶에 대해 걱정이시군요., 젊었을 때 조금 더 노력하고 자기 개발을 위해 시간을 썼더라면 하는 후회가 막심하네.,1
9076,늙으면 죽어야 한다고 말하는 사람들 때문에 슬프시군요.,자기네들도 곧 늙어서 노인이 될 텐데 어떻게 그렇게 말할 수가 있는지 속상하네.,1
9077,힘들었던 기획을 마감해서 기쁘시군요. 그럼 다음 일은 언제부터인가요?,안 그래도 그게 진짜 황당하단 말이지. 벌써 일이 떨어져서 지금 머리가 마비된 상태야.,1
9078,마음이 안 좋으시겠어요. 왜 그런 감정이 드는지 설명해줄 수 있나요?,친구들이 나만 빼고 만나나 봐.,1
9079,혈압이 올라 힘드시군요.,업무가 너무 많아서 과부하가 걸려 스트레스가 쌓이니 뒷골이 당겨.,1
9080,무엇 때문에 우울하신가요?,친구들에게 심한 따돌림을 당하고 있어.,1
9081,평가를 좋게 받지 못한 모양입니다.,버려질 일만 남은 것 같아.,1
9082,실수하셔서 당황스러우셨군요.,응. 근데 실수보다도 내 실수 때문에 피해를 본 직원들이 너무 많아서 미안했어.,1
9083,성적이 잘 나오지 않아 속상했군요.,응. 항상 상위권을 놓친 적이 없는데 이번에 너무 떨어졌어. 충격적이야.,1
9084,은퇴를 하셔서 돈이 없으시군요.,돈이 없어서 치료를 못 받으니 상처가 되네.,1
9085,교내 따돌림으로 화가 많이 나셨군요? 이제 무엇을 하실 생각이신가요?,선생님께 말씀드리고 친구들한테도 사과받아야겠어.,1
9086,왜 코로나 때문에 아이 갖기가 두려우신 건가요?,아무래도 건강 문제가 제일 큰 것 같아. 코로나 때문에 많은 사람이 피해 보고 희생되는 거 같아.,1
9087,주택 문제 때문에 어려움이 많으시군요. 어떤 문제가 있나요?,내가 마련한 돈으로 내가 원하는 집은 절대 살 수 없다고 하네. 이제 여윳돈이 나올 곳도 없어.,1
9088,마음이 정말 힘드시겠어요.,맞아. 작년까지도 멀쩡했는데 나한테 왜 이런 일이 생긴 건지 모르겠어.,1
9089,몸이 아픈데 가족들이 억지로 출근을 하라고 하니 화가 나셨군요.,아무리 외벌이로 내가 돈을 벌어야 하는 입장이지만 가족이기 이전에 나도 사람인데 좀 속상해.,1
9090,자식들이 당신을 짐처럼 생각할까 봐 많이 슬프고 우울하시겠군요.,내가 매일 우울한 기분으로 외출도 잘하지 않으니 더욱 그렇게 생각할 것 같아.,1
9091,무슨 걱정 있으세요? ,가족들도 다 바쁘고 집에도 혼자만 있으니까 마음이 힘들어.,1
9092,어떤 억울한일이 있으셨나봐요.,떠든 친구들 옆에만 있었는데 나도 감점당했어.,1
9093,진로에 대한 고민이신 건가요?,응. 그니까 뭘 해야 좋을까? 막막해.,1
9094,여자친구에게 미안한 마음이시군요.,일방적인 이별 통보가 너무한 것 같긴 해. 만나서 서로의 감정에 관해 솔직하게 얘기해봐야겠어.,1
9095,스트레스 때문에 힘드시겠어요. 무슨 일인지 말씀해 주실 수 있으시겠어요?,건강 악화 때문인지 부부 생활에서 원만하지 못해. 지인들에게는 말도 못 하겠어.,1
9096,동생의 행동에 실망하셨군요. 더 말씀해 주시겠어요?,내가 남동생에 전달해주라고 한 선물 팩에서 절반을 자기가 빼놓고 나머지만 부모님께 드렸다는 걸 전화로 알게 된 거야.,1
9097,같이 하는 것이 아니라 혼자 떠맡으라 하는 것이 상처가 되겠어요.,아내랑 점점 사이도 멀어지고 돈만 벌어오는 기계가 된 것 같아서 상처가 돼.,1
9098,회사를 그만두고 싶으시군요. 좀 더 말씀해 보시겠어요?,일도 많고 체력도 점점 없어지는 것 같아서 좀 힘이 드네.,1
9099,나이가 많아서 열심히 돈을 벌더라도 충분히 쓰지 못할 거라는 생각에 우울하셨군요.,지병도 있어서 오래 못 살 텐데 이 나이에 일해서 뭐해?,1
9100,누나가 때린 걸 후회하고 있었나 보네요.,누나가 후회하고 진심으로 사과는 것 같아 내가 사과를 받아 주었어.,1
9101,속만 썩이던 남편이 나아진 자금사정에 노후준비를 함께하자고 해서 황당했군요.,나를 여자가 아닌 돈으로 보는 거 같아 괴로워.,1
9102,요즘 왜 낙오된 느낌을 받나요?,혼자 취업 준비를 하려니 너무 외로워.,1
9103,수입이 없어 힘드신가 봐요.,지갑에 천원 한 장도 없어. 내가 어쩌다 이렇게 됐을까?,1
9104,체력이 약해진 것 같아 매우 당황스러우시군요. 어떤 것이 불편하신가요?,가끔 실신할 것처럼 숨이 안 쉬어지고 하늘이 노래져.,1
9105,생일이셨군요! 하루를 어떻게 보내셨나요?,혼자 쓸쓸히 보냈어. 남편은 회식이고 아이는 공부한다고 새벽에 들어왔거든.,1
9106,공부랑 진로 문제로 답답하시군요.,응. 요즘은 그냥 아무것도 하기가 싫어.,1
9107,많이 후회되시겠어요. 어떤 점이 가장 후회되세요?,힘들었을 때 내가 옆에 있어 주지 못한 게 가장 마음에 걸리지.,1
9108,친구들 계정을 보고 속상하셨군요. 어떠한 점에서 속상하셨나요?,다들 좋은 곳으로 놀러 가서 서로 어울리고 즐기는 모습을 올리는데 나만 소외되는 기분이야.,1
9109,선생님 칭찬에 기분이 좋았을 텐데 안타깝네요. 많이 속상하죠?,속상하고 말고. 기분 별로야.,1
9110,외숙모의 작고로 많이 상심하셨겠어요.,평소에 잘 찾아뵙지 못해서 후회스러워.,1
9111,남동생이 빌려 간 돈을 받지 못해 속상하시군요.,이번에 집을 사는데 동생이 사업하다 실패해서 돈이 없다면서 못 준다고 해서 정나미가 떨어졌어.,1
9112,친구에게 돈을 빌려줬는데 전화번호가 없어졌다니 정말 어이가 없으시겠어요.,친구에게 돈을 받아야 하는데 어떻게 돈을 받지? 친구를 믿고 내 노후 자금을 빌려준 거였기에 더 슬퍼.,1
9113,딸과 다툼을 하여 마음이 안 좋으셨군요. ,딸이 자꾸 나를 무시하는 것 같길래 한마디 했더니 방문을 잠가 버렸어. 너무 속상해.,1
9114,집에 자녀분들이 없으신가 봐요.,같이 지내다가 자신들만의 가정을 꾸려서 분가했어.,1
9115,아플 때 곁에 없다는 건 외로운 일인 것 같아요.,날 도와줄 사람이 없어서 방에서 그저 누워만 있는 내가 너무 초라해.,1
9116,정말 속상하시고 혼란스러우시겠어요. 어떻게 대처하고 계신가요?,좋은 생각만 하려고 노력 중이야. 운동이나 다른 취미생활로 이별에 대한 생각을 잊어야겠어.,1
9117,신입사원이 다른 부서로 발령이 나서 실망스러우신가요?,난 지금 업무에 과부하가 걸린 상태라서 사람이 필요했는데 무척 실망스럽지.,1
9118,지원을 못 받아서 삶이 어려워 힘드시군요.,아픈 것도 아니고 지원을 받을 정도까지는 아니지만 그렇다고 넉넉하지도 않아.,1
9119,시험 때 커닝을 하셔서 죄책감을 느끼시는군요.,너무 죄스럽고 내가 왜 그랬나 싶어.,1
9120,중요한 업무에서 실수를 하셔서 많이 당황스럽고 힘드셨겠어요.,이번에 이 업무를 잘 성공시키지 못하면 정규직 전환 평가에서 좋은 성적을 받기 어려울 텐데 너무 속상해.,1
9121,업무 스트레스 때문에 눈물이 나시는군요.,지치니까 우울해져서 .,1
9122,노화가 오고 건강이 안 좋아지면 대부분 비관적인 생각이 듭니다. 지금 그런 단계이신 것 같습니다.,그렇겠지. 건강한 육체에 건강한 정신이 깃든다고 하니까. 이렇게 늙고 노쇠한 육신으로 여생을 살아야 한다고 생각하니 슬프네. 이런 게 인생인 걸까. 인생 참 별거 아닌듯해.,1
9123,엄마가 내게 관심 없이 나갈 준비만 해서 당황하셨군요.,나는 엄마랑 많은 걸 함께하고 싶은데 엄마는 왜 늘 바쁠까?,1
9124,아내분 걱정을 많이 하시는군요.,돈도 많이 못 벌어다 주고 바깥으로만 돌고 내 죄가 커.,1
9125,돈 때문에 계속 이사를 다녀야 해서 힘드시겠어요.,집값이 너무 비싸서 다른 곳으로 이사를 가는 것도 쉽지가 않아 힘들어.,1
9126,아버지가 술을 먹고 주정을 부리시는군요. ,응. 정말 아빠가 너무 싫어. ,1
9127,재활 치료를 받아도 나아지지 않는 몸 상태에 의사의 말조차 믿지 못해서 불안하시고 힘드시겠어요.,내가 지금 할 수 있는 게 뭘까. 너무 무기력하고 속상해.,1
9128,자식들에게 외면당하는 것 같아 속상하셨군요. 무엇이 그렇게 느끼게 만들었나요?,이웃집 노부부는 부자인데 자식들이 자주 찾아와. 나는 가진 게 없어서인지 자식들이 안 찾아와.,1
9129,계속 병원에 가시려면 귀찮고 힘드시겠어요.,질환이 많이 호전되었으니 다른 것을 하고 싶은데 병원에 계속 가면은 슬플 거야.,1
9130,신장 관리를 못 한 것에 대해 깊게 후회되시는군요.,투석 때문에 매주 병원을 가야 하니 정말 눈물이 나.,1
9131,투병하는 동안 위로가 되고 힘이 되어준 친구를 떠나보내 많이 슬프시군요.,나도 곧 그런 신세가 될 것 같아 많이 서글프네.,1
9132,따돌림 당한 경험이 큰 상처가 되셨을 것 같아요. 어떤 부분이 가장 힘드셨나요?,아무도 내 말을 믿어주지 않아서 너무 억울했어. 나는 아무 잘못도 없었는데 말이야.,1
9133,부모님이 남동생만 좋아해서 속상하시군요.,나를 챙겨주는 사람은 아무도 없어. 마음이 아파.,1
9134,이제부터 신경 쓰지 않다니요? 무슨일 있으세요? 조금 더 자세히 말씀해주세요.,친구가 따돌림 당하는거 같아 선생님께 말씀드렸는데 아무것도 달라지는게 없어서 너무 우울해.,1
9135,학교가 학교폭력 사실을 덮기에 급급하군요. 학교에 실망하셨겠어요.,교육부에 신고하면 일이 더 커질 거 같은데 일단 부모님께 얘기할까 고민 중이야.,1
9136,무슨 일 있으세요?,주변 어려운 사람들 좀 둘러보고 천천히 해도 될 것을 너무 앞만 보고 달렸어.,1
9137,친구의 모습을 보고 슬프셨군요. 좋은 방법이 있을까요?,친구가 울지 않을 때까지 옆에서 위로해 주려고.,1
9138,실수를 하셔서 우울하시겠어요. 어떤 실수를 하셨나요?,구매해야 하는 품목을 누락했어. 과장이나 돼서 할 실수가 아니었는데 말이야.,1
9139,우산을 챙겨오지 않아 가족들에게 연락을 했지만 모두 시간이 안 맞는다고 하는군요. 그런일을 겪으시다니 많이 속상하시겠어요.,예전에는 잘 챙겨주러 왔는데 오늘은 시간이 안 맞네. 그래도 조금 슬프네.,1
9140,빈혈이 생겼다니 고통스러우시겠어요.,무리하지 말고 건강하게 다이어트할걸 후회해.,1
9141,일 때문에 항상 슬픈 감정이 드는군요. 해소할 방법이 있을까요?,웃도록 노력을 할 거야. 웃을 수 있도록 재밌는 이야기를 가르쳐 줘.,1
9142,믿었던 친구한테 사기를 당해 많이 화가 나시는군요.,화가 나기보다 슬퍼. 우리가 함께한 세월이 얼만데 어떻게 나한테 사기를 칠 수가 있어.,1
9143,암에 걸린 언니가 이상한 단체에 빠졌다니 정말 신경 쓰이고 슬프시겠어요.,정말 그래. 언니가 그런 사람이 아니었는데 암에 걸리고 귀가 얇아져 이상한 단체에 간 뒤로 이상해졌어.,1
9144,오랜 기간 준비한 기업의 탈락으로 마음이 좋지 않으시군요.,당연히 합격할 줄 알았는데 예상과 다른 소식에 너무나 큰 충격이야.,1
9145,힘든 상황이 있으시군요. 조금 더 자세히 말씀해 주세요.,한 달 전 큰 수술을 했고 모든 게 약해졌는데 돈 문제까지 겹치니 마음이 복잡해.,1
9146,친구들의 따돌림으로 외로우셨군요.,다시 친구들과 관계를 회복하고 싶어.,1
9147,누구나 가끔 우울한 기분이 들 때가 있죠. 이럴 때 이야기를 나눌 친구가 있을까요?,가장 친한 친구가 한 명 있었는데 그 친구랑 싸웠어. 속마음 털어놓을 사람이 없어서 대인관계가 마비된 것 같아.,1
9148,작은 형님이 같은 병에 걸렸군요. 너무 슬프시겠어요.,머리가 멍해져. 형도 이 고생을 해야 하다니.,1
9149,내가 돈이 없는 게 너무 억울하고 슬프군요. 조금 더 자세히 말씀해 주시겠어요?,오랫동안 교제하던 남자가 나를 떠난 이유는 분명히 내 경제적 형편 때문일 거야.,1
9150,누구도 남아있지 않다고 느껴져서 슬프시군요.,혼자서 어떻게 해야 할지 모르겠어.,1
9151,친구들이 거동이 불편해진 것을 보고 비웃을 걸 생각하니 비참하시군요.,좋은 친구들도 있지만 남의 불행을 행복으로 아는 사람들이 있지. 내 상황을 알면 그저 웃음거리로 삼을 거야.,1
9152,이별은 언제나 갑자기 찾아오죠.,언제 이렇게 나이가 들었는지 모르겠다.,1
9153,성적이 원하는 대로 나오지 않아 상처가 되셨군요. 상처받은 마음을 어떻게 치유할 수 있을까요?,부모님께 말씀드리고 위로받으면 좀 나아질 것 같아.,1
9154,조금 더 자세히 말해줄 수 있어요?,졸업장은 필요하니 계속 버텨왔는데 학교생활이 요즘 너무 힘들어.,1
9155,사후 아내에 대한 걱정이 크신 것 같아요.,나 없이는 어떻게 살아갈지 풍족한 삶도 못 누리게 해주는 내가 너무 무능력하게 느껴져.,1
9156,무슨 일이세요? 안 좋은 일이 있나요?,노력하는데도 아기가 잘 생기지 않아.,1
9157,소중한 가족과 떨어질 생각에 서운하시겠어요.,소중한 내 자식이 나를 버린 것만 같아서 눈물이 나.,1
9158,투자에서 삼백만 원의 손해를 보게 되어서 슬프시군요.,왜 나는 늘 투자를 할 때마다 손해를 보게 되는 것인지 모르겠어.,1
9159,볼 친구분이 없어서 슬프시겠어요.,나이가 나이다 보니 모두들 죽거나 병원신세야.,1
9160,무슨 일로 슬프신가요?,오늘 부모님께서 싸워서 너무 슬퍼.,1
9161,어떤 일 때문에 마음이 슬프신 건가요?,만성질환으로 고생하고 있는데 남편때문에 슬픔을 느끼고 계시는군요.,1
9162,노후준비가 안 돼서 걱정이시군요. 어떤 것이 가장 걱정되시나요? ,노후준비는 그렇다 쳐도 아이들이 취업 준비도 안 하고 정신을 못 차려. 괜한 희생을 한 것 같아.,1
9163,예정된 진급이 되지 않아 슬프시군요. 이런 상황을 어떻게 극복할 수 있을까요? ,기대를 많이 해서인지 실망도 크네. 하지만 더 열심히 하다 보면 곧 진급하겠지.,1
9164,형 친구들이 방문을 잠가버려서 속상했겠어요.,아니 심지어 우리 집인데 어떻게 이럴 수 있지 형한테도 실망이야.,1
9165,아내가 아프셔서 음식을 잘 못 먹는 것이 후회가 되시는군요.,맛있는 음식들을 못 먹고 아쉬워하는 모습을 볼 때마다 마음이 아프군.,1
9166,부모님이 참고서를 사주지 않아 상처받으셨겠어요.,동생이 공부를 잘한다고 차별하셔. 나도 많이 노력하는데 부모님께서는 알아주지 않으시니 서러워.,1
9167,힘들어하는 친구의 전화를 받으셔서 마음이 우울하신가 봐요.,힘들어하는 친구의 사정도 여태 모르고 내가 진짜 안이하게 살았나 봐.,1
9168,자신의 노력을 알아주지 못하니 슬프겠군요.,상사가 나에게 칭찬을 해주지 않으니 열심히 하려는 의지도 사라져. 정말 상처야.,1
9169,자기주장만 펼치는 노인분들과 그런 상황이 싫으시군요.,노인정에서 어디를 놀러 가기로 했는데 서로 자기주장만 펼치잖아. 이 상황에 환멸이 나.,1
9170,치료비가 너무 비싸서 우울하신가 봐요.,이 막대한 치료비를 어떻게 충당해야 할지 막막해.,1
9171,상담사가 비웃었다니 화가 많이 나셨겠어요. ,얼마나 노력해서 올린 성적인데 그 정도로는 원하는 대학에 지원할 꿈도 꾸지 말라고 하더라고. ,1
9172,남자친구한테 결혼하자고 했는데 거절당해서 속상하시겠어요.,이 사람이라고 생각했는데 결혼에 대해 부정적인 생각을 하고 있다니. 너무 속상하고 슬퍼.,1
9173,직장 동료분에게 마음이 가는 그런 상황이시군요. 많이 당황스러우시겠어요.,이러면 안 되는 거 알지만 내 마음이 말을 안 들어. 계속 생각이 나.,1
9174,친구분이 갑자기 떠나셔서 많이 속상하시겠어요.,맞아. 건강해 보이던 친구가 갑자기 떠나니까 너무 슬프고 겁나.,1
9175,기분이 상당히 안 좋으시군요. 무슨 일이 있었는지 알 수 있을까요?,박 씨가 음주운전을 하다가 어린아이를 차로 쳐 죽였어. 아이가 불쌍해.,1
9176,의지가 되지 않는다는 걸 언제 실감하시나요?,밥 한번 안 챙겨 줄 때. 진짜 서운하고 속상하더라.,1
9177,지인들과 비교되어 부끄러우셨겠어요.,맞아. 다들 나가는 해외는 고사하고 공항도 못 가봤다는 게 부끄럽고 속상해.,1
9178,아드님이 암 수술비 보험금을 다 가져가 셔서 모두 날리셨군요.,나도 주식 해서 망했는데 자식까지 저렇게 되니까 정말 괴로워.,1
9179,내 학벌로 대기업에 가기 어렵다는 선배의 말을 듣고 낙담하셨군요.,응. 선배의 말에 기분이 나빴는데 한편으로는 현실이라서 아무 말도 하지 못했어. 그래서 억울하네.,1
9180,재정 상황 때문에 치료가 어려워 슬프시군요.,이제 희망이 없다고 느껴져서 감정이 마비되는 기분이야.,1
9181,진로 고민으로 힘드시군요. 진로에 대해 어떤 부분이 고민이신가요?,원하는 진로를 따라서 직장을 구하고 싶은데 주변에선 빠른 취업을 통해 가계에 보탬이 되길 강요해. 나 자신이 희생되는 느낌이야.,1
9182,따돌림 때문에 사람들과 친해지기 싫어져서 짜증나셨군요.,응. 따돌림을 매일 당하니까 너무 힘들어.,1
9183,합격이라는 문자를 받았는데 잘못 온 것이라서 당황스러우셨군요.,난 합격한 줄 알고 너무 좋아했는데 너무 실망이 크다.,1
9184,아들이 대기업에 다닌다고 거짓말을 하셨군요.,다른 사람들의 시선을 의식해서 순간적으로 나도 모르게 거짓말을 해버렸어.,1
9185,계속 면접에서만 탈락해서 혐오스러우시군요.,면접을 위한 교육을 받고 준비도 많이 했는데 말이야.,1
9186,야근이 힘드시군요. 힘든 이유가 구체적으로 무엇인가요?,체력이 예전보다 많이 떨어진 것 같아.,1
9187,회사에서 무슨 문제가 있나요?,직장 상사가 너무 힘들게 해서 하루하루가 괴로워.,1
9188,여행을 앞두고 갑자기 차이셔서 속상하셨겠어요.,전화를 걸어도 받아주질 않아. 내가 뭔가 잘못한 걸까?,1
9189,대화할 적당한 사람이 없어서 괴로움을 느끼시는군요.,맞아. 아무도 내 이야기를 궁금해하지 않는 것 같아.,1
9190,남들보다 취업을 잘 못 한 것 같다는 생각이 드시는군요.,응. 나만 멈춰 있는 기분이야.,1
9191,친구들과 예전 같지 않아서 슬프시군요.,학창 시절에 가장 친했던 친구들인데 예전처럼 신나지가 않아. 다들 나이가 먹은 것 같아.,1
9192,회사에서 대인관계 때문에 고민이 많으시군요.,내가 낙하산으로 왔다고 오해를 한 것 같아. 정말 내 실력으로 들어온 건데.,1
9193,공부를 열심히 하실 생각이군요. 절대 부모님을 실망시키지 않으셨으면 좋겠어요.,내가 공부를 더 잘하기 위해서 학원이라도 다녀볼까?,1
9194,남자친구가 있는데도 너무 외로우시군요. 무슨 일이세요?,남자친구랑 연애를 제대로 하고 있다는 느낌도 안 들고 너무 외로워.,1
9195,아내분은 은퇴 후 생활에 반대하시는군요.,시골에 안 살아봐서 살고 싶지 않대. 친구들도 모두 서울에 있고.,1
9196,지인이 돈 때문에 한심한 모습을 보였군요. 무슨 생각이 들으셨나요?,나는 저러지 말아야 겠다고 생각했어. 바보 같더라고.,1
9197,아들이 또 암이 재발되었군요. 마음이 아프시겠어요.,유전은 아니지만 괜히 나 때문인 것 같아 미안하고 비참할 뿐이야.,1
9198,업무량 때문에 퇴근이 늦어져서 힘드시군요.,야근 없이 제시간에 퇴근하고 싶어.,1
9199,딸의 질문에 대답하지 못한 게 마음에 걸리셨군요.,내가 챙겨야 하는 문제인데 아무 생각도 안 하고 있었지. 딸에게도 부끄러웠고 스스로 너무 부끄러웠어.,1
9200,부모님께 말씀드렸더니 반대하신 모양이에요.,꿈을 포기하고 싶지 않지만 부모님 뜻을 거스르기도 힘들어.,1
9201,돈이 두렵다니 무슨 일이 있나요?,돈이 없으면 내 만성질환 치료도 안 되니까.,1
9202,명예퇴직 대상자만 있는 곳이라니 힘드시겠어요.,이곳에 적당히 있다가 나가라는 거잖아. 회사에 충성했는데 정말 비통하네.,1
9203,애써 키운 따님을 보내느라 슬픔이 크셨겠어요.,자주 보지도 못하고 잘 키워 뭐하나 싶어.,1
9204,자식들과 무슨 일이 있었나요?,내가 재산을 믿고 맡겼는데 다 꺼내 쓰고 빈털터리래.,1
9205,부하직원들 앞에서 부장님께 혼이 나서 낙담하셨군요.,굳이 그렇게 직원들 앞에서 혼내셨어야 했을까?,1
9206,건강관리가 막막하게 느껴지시는군요. 검진 결과가 좋지 않으셨나요?,관리 안 하면 많이 악화할 거라는데 건강관리만 생각하면 머리가 새하얗게 돼.,1
9207,건강하지 못해 우울한 기분도 드시는군요.,맞아. 우울감을 해결하려고 운동부터 할거야.,1
9208,이번 시험에서 꼴등을 하시게 되어 정말 속상하시겠어요.,왠지 다음 시험에서도 꼴등을 할 것 같아. 그냥 포기할까 고민 중이야.,1
9209,여자친구와 헤어져서 많이 속상하시군요.,이제 다시는 연애를 안 할 생각이야. 감정 소모도 크고 너무 힘들기만 한 것 같아.,1
9210,많이 외로우시겠어요. 아드님과의 사이를 어떻게 회복하실 건가요?,이번에 아들 생일때 선물 주면서 화해 해야지.,1
9211,오랜 친구와 연락을 끊은 게 후회되시는군요.,그때는 너무 힘들어서 그랬는데 지금 생각하니까 그렇게 후회되는 일이 없어.,1
9212,선생님이 모른 척 하셔서 많이 슬프셨겠어요.,난 정말 더 이상 살고 싶지 않아. 너무 힘들어.,1
9213,짝꿍이 싫다고 말해서 상처를 받았군요.,내가 뭐 나쁜 짓을 한 것도 아닌데 무조건 싫다고 하니 완전 멍해졌지.,1
9214,부모님과 진로 상담을 더는 하고 싶지 않으시군요. 최근에는 어떤 이야기를 나누셨어요?,내가 광고회사에 다니고 싶다고 하니까 눈만 높다고 하시네.,1
9215,집으로 들어가는 게 무섭군요. 무슨 문제인지 구체적으로 얘기해 줄 수 있으세요?,경기가 나빠져서 직장에서 해고당했어. 가족들에게 너무 부끄러워.,1
9216,대기업에 입사한 친구가 해고당하길 바라는 나 자신에게 환멸을 느끼시는군요.,친구가 해고당하길 바라는 사람이 되기보다 나 자신이 더 당당한 사람이 되고 싶어.,1
9217,힘드시겠어요. 어떻게 해야 화해할 수 있을까요?,내가 먼저 사과를 해야겠어. 잘못을 인정할 거야.,1
9218,인턴으로 열심히 일했는데 채용이 되지 않아서 슬프시군요.,휴학 상태라 내년에는 복학해야 하는데 취업이 미뤄져서 걱정이야.,1
9219,주식이 떨어져 속상하시겠어요.,친구 말대로 내가 손대는 것마다 망하는 것 같아.,1
9220,가족이랑 사이가 안 좋아서 슬프시군요. 어떻게 하면 좋을까요?,내일 가족들이랑 얘기를 해봐야겠어.,1
