,Q,A,label
8329,모두가 어려운 상황에 집주인 분의 의견이 큰 도움이 되시겠어요.,어려운 상황을 이해해 주시고 세입자를 위해 큰 결정을 해주셔서 고마워.,2
8330,성과를 거둘 것이라고 믿으시는군요. 좀 더 자세히 말씀해주시겠어요?,팀원들이 능력이 좋아서 일이 아주 잘 진행되고 있어.,2
8331,회사가 만족스러우신가 봐요. 어떤 점이 특히 만족스러우세요?,동료들이 너무 좋고 부장님이 잘해주셔. 힘들게 들어간 보람이 있어.,2
8332,원하던 성적이 나와서 정말 기쁘시겠어요.,응. 수능까지 이대로만 나와 주면 가고싶은 과는 문제없을 것 같아.,2
8333,아주 좋으시겠어요. 딸들에게 많이 신뢰하고 의지하고 계신 것 같네요.,맞아. 그래서인지 요즘 일상생활이 너무 행복해.,2
8334,친구가 전학을 가는군요.,더 이상 나를 괴롭히는 친구는 없을 것 같아.,2
8335,동호회에 처음 가셔서 떨리시겠어요.,응. 새로운 사람들을 만나는 게 떨리기도 하고 기대되기도 하네.,2
8336,학창 시절의 힘들었던 경험 때문에 여전히 사람들이 두려우시군요. 조금 나아진 데에는 어떤 계기가 있었나요?,뚱뚱하다는 말을 듣고 싶지 않아 열심히 운동하면서 건강과 자신감을 가지게 되었어.,2
8337,어떤 일인지 여쭤봐도 될까요?,드디어 증거를 다 모아서 날 괴롭히는 애들을 신고하려고. 그동안 자료를 잘 모아놨으니까 학교폭력 입증이 잘 될 거야.,2
8338,많이 외로우셨겠어요.,응. 나도 곁에 누군가가 날 챙겨줬으면 좋겠어.,2
8339,진로 때문에 걱정이 많으시군요.,근데 친구들이 내 요리가 정말 맛있다고 요리사 하면 잘할 거래.,2
8340,믿고 따를 수 있는 사람을 만나다니 기쁜 일이네요.,사수가 나중에 창업한다는데 그 사람이라면 믿고 따라갈 수 있을 것 같아.,2
8341,여자친구로부터 프로포즈를 받으셨군요.,원래 내가 하려고 생각했었는데 여자친구가 먼저 하더라고. 결혼할 생각에 벌써 흥분이 되는걸!,2
8342,아들을 신뢰하시는군요.,아들에게 공부는 못하지만 좋아하는 데에 집중력이 좋은 너를 믿는다는 말을 하고 싶어.,2
8343,무엇이 신뢰감을 느끼도록 만들었나요?,친구는 나보다 자기가 우선인데 가족은 언제나 나를 가장 소중하게 대해주니 기뻐.,2
8344,자식들에게 대견함을 느끼시는군요.,아직도 어린 품 안에 자식이라고만 생각했는데 언제 이렇게 커서 우리 생각을 해 주는지. 너무 자랑스러워.,2
8345,많이 기쁘신가봐요. 무슨 일이신가요?,복권 일 등에 당첨돼버렸지 뭐야?,2
8346,그러셨군요. 많이 감사할 것 같아요.,감사하고 지금의 상황이 너무 기뻐. 이런 감사하고 기쁨 마음을 어떻게 표현해야 할까?,2
8347,고생 끝에 낙이 오는군요.,선생님이 진로 상담을 너무 잘해주셔서 이번에 성공적인 취업이 이뤄진 거 같아.,2
8348,건강했던 친구가 암 말기라니 혼란스러워 보이는군요. 앞으로 어떻게 하면 좋을까요?,방심하지 않고 운동을 꾸준히 열심히 해서 건강을 유지해야 할 것 같아.,2
8349,아내가 하혈로 유산을 했다는 연락을 받고 어떻게 위로를 해야 할지 몰랐겠군요.,아내에게 어떤 말을 해줘야 할지 고민이야.,2
8350,체력이 좋아졌다니 기쁘시겠어요.,산을 오르고 나서 내려오면 몸이 상쾌해지는 것 같아.,2
8351,항암 치료를 해도 암 덩어리 크기가 그대로라 슬프시겠어요.,응. 아니길 바랐는데 담당 의사가 크기가 그대로라고 했어.,2
8352,가족 간에 서로 관심이 많아 좋으시겠어요.,그레서 가족 문제로 스트레스 받은 적이 없는 것 같아.,2
8353,조금 자세히 말씀해주시겠어요?,아내는 부지런하게 운동을 하고 식단도 관리해서 보는 내가 다 기뻐.,2
8354,복지관의 계단이 너무 높고 가팔라서 힘드시군요.,복지관의 관계자들은 내가 힘든지 모르는 것 같아.,2
8355,엄마가 도와주셔서 정말 다행이에요.,그렇지. 정말 고민 이었는데. 엄마가 잘 해결해 주셔서 얼마나 마음이 놓이는지 몰라,2
8356,간암에 걸렸다는 것을 친구분이 알고 계시는 군요.,응. 암으로 힘들어 하는 나에게 큰 힘을 주고 있어. 그런 친구가 내 곁에 있어서 기뻐.,2
8357,혈압이 아주 높아 괴로우시겠어요. 건강을 위해 어떻게 관리하실 생각이세요?,평소에 관리해야 했는데 앞으로 운동을 많이 해야겠어.,2
8358,몸무게가 줄어들어서 기분이 좋으시군요.,응. 나이가 들면 살이 안 빠진다고 하길래 별로 기대는 안 했었거든.,2
8359,오늘 엄마와 화해하셨군요.,엄마하고 사이가 안 좋아 썼는데 오늘 화해해서 정말 다행이야.,2
8360,좋은 일이네요.,앞으로 더 열심히 해서 더 뺄 거야.,2
8361,기분이 어떠세요?,신나고 흥분돼. 어떤 하루를 보낼지 기대가 돼.,2
8362,퇴사를 결심하셨군요. 앞으로의 계획은 어떻게 되시나요?,너무 오랫동안 일해서 우선 쉬면서 생각해보려고. 미혼이라 내가 챙길 사람도 없으니 편하지.,2
8363,친구들에게 소외당하고 있다고 느끼시는군요. 어떤 친구가 진정한 친구라고 생각하세요?,마음이 맞고 나를 위해주고 항상 함께할 수 있는 친구가 좋은 것 같아.,2
8364,오랫동안 친구가 없어서 많이 외로워 보여요.,맞아. 나도 즐거울 때 힘들 때 만날 수 있는 친구가 생겼으면 좋겠어.,2
8365,어머니께서 컨디션이 좋아져 기쁘시군요.,당뇨 수치 때문에 엄마가 고생을 많이 했거든.,2
8366,면접에 떨어지면 속상하고 화가 날 텐데 괜찮아요?,그냥 괜찮다고 생각하는 거지. 정말 기회가 온다면 그때는 면접에 합격할 수 있는 거잖아.,2
8367,짝사랑하던 사람도 똑같이 호감을 가지고 있다니 축하드려요.,응! 그 사람은 나를 좋아하지 않을까봐 마음 졸였는데 다행이야.,2
8368,경제적 부분에 자신 있으시군요. 비결이 무엇인가요?,꼭 필요한 곳에만 쓰고 장기적으로 계획성 있게 재정을 관리하는 게 중요한 것 같아.,2
8369,어떤 일들로 즐겁고 행복한 건지 자세히 이야기해주실 수 있을까요?,얼마 전부터 스포츠 댄스를 배우는데 그곳에서 새로운 사람들 만나서 함께 춤추고 이야기 나누니 시간도 잘 가고 하루하루가 즐거워.,2
8370,남편 분과 사이가 좋아지셔서 마음이 편안하시겠어요.,다 얘기하지 않아도 서로 통하는 느낌도 들고. 부부의 연이라는 게 참 신기해.,2
8371,자신을 괴롭혔던 친구들이 무릎을 꿇고 사과했다니 통쾌하시겠어요.,미안한 마음을 평생 갖고 살았으면 좋겠어. 이 기쁜 소식을 당장 알려야겠다.,2
8372,무엇이 즐겁게 만드나요?,아내와 함께 아이를 놀아주다 보면 아이의 재롱에 하루의 피로가 다 날아가는 기분이야.,2
8373,그렇게 생각할만한 일이 있었나요?,자기들끼리만 연락하고 만나는줄 알았는데 오해였어 다행이야.,2
8374,많이 힘드시겠어요. 몸 관리는 어떻게 하세요?,허리에 좋은 음식 찾아 먹고 적당한 운동으로 꾸준히 관리해보려고 해. 그러면 지금보다는 좋아지리라 생각해.,2
8375,가족들과 여행을 떠나게 되어 기쁘시군요.,앞으로 즐거운 일만 가득해. 그동안 노후준비를 철저하게 해서 재정도 튼튼한 편이야.,2
8376,무슨 일인지 좀 더 자세히 말씀해주시겠어요?,내가 젊었을 때 돈을 잘 못 번 탓에 집사람이 밤늦게까지 식당에서 일하고 고생했어.,2
8377,동료가 새로 와서 직장생활이 편안하게 느껴지시나 봐요.,전에 퇴직한 직원은 정말 일을 못 해서 내가 다했거든. 이제 좀 맞는 동료를 만난 거 같아.,2
8378,생각보다 큰 상여금에 많이 기쁘시겠어요.,그 돈으로 이번에 남편 지갑을 하나 사주고 싶어.,2
8379,건강에 대해 생각이 많으신가봐요.,응. 질투만 하지말고 운동해서 나 더 건강해질거야.,2
8380,생각지도 못한 일이 생겼군요. 무슨 일이신가요?,집안 어르신들이 시가 선산 땅을 팔고 비용은 나눠주신다고 하셨거든. 너무 좋아.,2
8381,일자리가 없어서 화가 나시는군요.,노인정에서 만난 김 씨는 얼마 전부터 소소하게 일하고 있다는데 나도 하고 싶어.,2
8382,치료비용에 대한 도움을 받을 수 있게 된 건가요?,응. 지원범위에 내가 걸린 췌장암이 감사하게도 포함되어있네.,2
8383,여자친구와 헤어져서 화가 나셨나 보네요. 헤어진 이유가 무엇인지 알 수 있을까요?,여자친구가 바람을 폈어.,2
8384,노후 빈곤 문제가 심한 데 정말 대단하세요.,어릴 때 돈 막 쓰던 친구들이 날 자린고비 취급했는데 지금은 부러워해.,2
8385,나이스한 마음 가짐이군요!,이렇게 열심히 병 치료받고 운동하는데 나아지고말고.,2
8386,진급하게 돼서 너무 기쁘시겠어요. 진급하게 되면 무엇을 하실 계획이신가요?,우리 부서 사람들과 진급 축하 회식하려고.,2
8387,이제 따돌림을 당하지 않다니 정말 다행이에요.,응. 오해로 시작된 거였는데 이제 오해도 풀렸고 친구들도 나에게 사과했어.,2
8388,팀원들과 최고의 성과를 도출해낼 것이라고 믿으시는군요. 무엇이 그런 신뢰를 만들어냈을까요?,우리 팀원들은 평소에 소통을 자주 하고 이미 여러 프로젝트를 같이 해낸 경험이 있어.,2
8389,든든한 아드님 덕분에 기쁘시겠어요.,믿을 수 있는 아들이 있으니 행복한데 부담될까 봐 걱정되기도 해.,2
8390,드디어 원하던 시험에 합격하셨군요! 축하드립니다.,응 고마워. 최종 발표가 날 때까지 계속 마음이 조마조마했는데 합격이라니 이제야 안심이 돼.,2
8391,열심히 산 덕분에 지금 편안하게 지내셔서 정말 행복하실 것 같아요.,그때 당시에는 너무 죽을 만큼 힘들었었어.,2
8392,열심히 준비해서 좋은 평가까지 받으셨다니 자랑스러우시겠어요.,혼자 하는 수행평가보다 친구들이랑 같이 고민하다 보니 더 즐거웠어.,2
8393,아들 때문에 마음이 편치 않겠어요. 관계를 위해 어떤 방법이 좋을까요?,대화도 많이 하고 부족한 부분은 고쳐 나가려고.,2
8394,무슨 좋은 일이라도 있으셨나 봐요?,손주가 할아버지 빨리 낳으시라고 뽀뽀해주고 갔거든. 그래서 너무 행복해.,2
8395,친구분이 약속시간에 늦으셨군요.,한 시간 정도 기다리면 될 것 같아. 어디를 가야 할지 고민 중이야.,2
8396,결혼 허락을 받으셨군요. 기쁘시겠어요.,응. 여자친구가 외동딸이라 최대한 늦게 결혼하실 바라셨던 것 같아.,2
8397,믿음직스러운 친구가 있어 다행이라고 생각하시는군요.,요즘 힘든 일이 많았는데 이 친구 덕분에 다 이겨낼 수 있었어.,2
8398,생각했던 것 이상으로 많이 나왔나요?,응. 진짜 손발이 다 떨릴 정도네.,2
8399,아이들이 아내분의 편만 들어서 상처를 받으셨군요.,아이들은 언제나 무조건 엄마 편인 것 같아서 질투가 나네.,2
8400,남자친구와의 이별로 마음에 상처를 입으셨군요. 어떻게 하면 이 상처를 극복할 수 있을까요?,내가 가장 의지하는 친한 친구와 카페에서 만나기로 했어.,2
8401,병원에서 좋은 소식을 들어 기쁘시군요.,이 수술을 받고 건강해지면 전에 하고 싶었던 일들을 모두 할 거야.,2
8402,어떤 일자리인지 여쭤봐도 될까요?,친구가 아는 사람 건물에서 경비를 봐 달라고 자리를 소개시켜 줬거든.,2
8403,직장에서 맡은 일을 충실히 수행하시어 만족스러운 결과를 얻으셨군요. 특히 어떤 점에서 가장 만족감을 느끼시나요?,그동안 내가 결과를 보여준 적이 없어서 의기소침했는데 이번 프로젝트를 통해서 능력을 인정받은 것 같아서 매우 기분이 좋아.,2
8404,참 다행인 이야기이네요. 연애에 만족하고 계시나요?,내가 그래도 여자 복이 없지는 않은가봐. 지금 여자친구랑 너무 잘 맞아.,2
8405,노래를 무척 잘하시나 봐요.,떨리기도 하고 행복하기도 해.,2
8406,취업을 빨리하셔서 마음이 여유로우시군요.,취업 걱정이 없어서 마음이 느긋해. 삶에 여유가 생기니 취미 생활도 할 수 있어서 좋아.,2
8407,조 발표에 자신이 있으시군요.,다들 엘리트에 학구열도 높아서 친해지고 싶은 구성원이야. 조 발표뿐만 아니라 남은 학교생활도 재미있을 것 같아.,2
8408,환승이별에 상처를 많이 받으셨겠어요. 이별 후에 하고 싶은 게 있나요?,여행을 가고 싶어. 바다를 좋아하거든.,2
8409,많이 떨리겠네요. 가고 싶었던 곳인가요?,가장 가고 싶었던 곳이야. 그래서 준비도 가장 많이 했어.,2
8410,뒤에 일 남기지 않고 전부 처리한 후에 퇴근하셔서 마음이 편안하시군요.,늘 일이 많아서 퇴근 시간 넘어서까지 일하거나 내일로 넘기고 그랬거든. 이게 얼마 만에 하는 정시 퇴근인지 모르겠네.,2
8411,왜 그렇게 생각하는지 말해볼까요?,주변 친구들은 은퇴 후 다음 인생을 준비한다며 난리거든.,2
8412,마음에 쏙 드는 집을 얻어 기쁘시겠어요.,응. 집 보는 것을 도와준 가족들 덕분이지.,2
8413,생활비가 모자라 친한동생이 매번 밥값을 내주니 미안한 마음이시군요. 친한 동생에게 어떻게 마음을 표현하면 좋을까요?,다음에 여유가 생겼을때 작은 선물을 해야겠어.,2
8414,많이 부끄러우시겠어요. 더 자세히 설명해 주시겠어요?,술에 취해서 친구랑 크게 싸웠더라고. 몸싸움하다 경찰분이 겨우 말려주셨어.,2
8415,취업 성공으로 걱정이 사라지셨군요.,이제 돈을 버니까 하고 싶은 것 다 하고 살려고.,2
8416,중요한 모임이 있으신가 봐요.,선후배가 같이 모이는 모임을 추진 중이거든.,2
8417,탄탄한 수입 덕분에 기분이 좋으시군요.,노후도 걱정이 되고 해서 우리 가족 수입을 계산해봤더니 재정 걱정을 하지 않아도 될 만큼이어서 흐뭇해.,2
8418,곤란한 일을 책임자가 떠맡아 해결해 주시다니 든든하시곘어요. ,팀장님이 숙련된 일처리 능력을 보여주셔서 존경스러웠어.,2
8419,상여금을 받으셔서 기쁘군요. 휴가를 못 갔는데 괜찮으신가요?,난 일 하는 게 좋아서 괜찮아. 상여금을 받는 게 좋지.,2
8420,나를 도와준 동기에게 고마운 마음이 드시는군요.,나도 내 동기한테 뭔가 도움이 되고 싶은데 어떻게 해야 할지 모르겠어.,2
8421,재정적으로 아직 여유가 있어서 기분이 좋으시군요.,모든 게 잘 될 것 같은 느긋한 기분이야.,2
8422,효심 가득한 아들을 두셔서 정말 좋으실 것 같아요.,우리 아들 같은 아이가 없지. 그래서 기뻐.,2
8423,하시는 일에 대한 만족과 기쁨이 대단히 큰가 보군요.,그렇지. 사실 몸은 힘든데 일이 끝나고 나면 뭔가 하나가 정리된 그런 느낌이랄까.,2
8424,많이 모으신 거 아닌가요? 그렇게 생각하시는 이유가 있나요?,주변은 돈도 많이 모아둬서 여행 다니던데 나는 은퇴하고 또 일하게 생겼어.,2
8425,자녀분의 교우 관계가 좋아 기분이 좋으시군요.,지금은 매체가 많이 발달되다 보니 정보를 쉽게 얻을 수 있어서 교육보다는 인성을 위해 가족 간의 관계를 돈독히 했지.,2
8426,친구 분이 계시군요.,삼십 년 지기 친구야. 가족보다도 더 가까운 사이라고 볼 수 있지.,2
8427,자녀분들이 예의 바르다고 칭찬을 들어서 기쁘시겠어요.,그런 칭찬을 들을 때마다 잘 자라준 우리 애들에게 내 기쁜 마음을 표현하고 싶어.,2
8428,그렇군요. 괴롭히던 사람들이 사라졌으니 매우 기분이 좋으시겠어요.,응. 이제 다른 친구들과는 살갑게 지낼 수 있을 것 같아.,2
8429,여행을 앞두고 시험이 있어 짜증나는군요.,오랜만의 가족여행이라 포기하고 싶지 않아.,2
8430,승진에 자신감이 있으시군요.,그간 회사에 기여한 공로가 크거든.,2
8431,회사에서 칭찬을 들어 기쁘시겠어요.,가끔은 까다롭다는 얘기도 듣지만 그래도 완벽하다는 소리는 정말 나를 만족하게 해.,2
8432,가해자 친구들도 처벌받고 반 친구들도 말을 걸어주어서 정말 기쁘겠어요.,이제 새로운 친구들도 많이 사귀어서 가해자 친구들에게 꼭 복수하고 싶어.,2
8433,카네이션을 달아주는 아이들의 모습에 보람을 느끼시는군요.,내가 아이들에게 좋은 사람이었던 것 같은 느낌이 들어서 좋아.,2
8434,그렇게 생각하신 계기가 무엇인가요.,학교 폭력 예방을 잘하거든.,2
8435,아드님에게 고마우신 선생님을 만나 인사를 하셨군요. 어떤 부분이 고마우셨나요?,우리 아들 사춘기 때 격려하며 다독여 주신 선생님 덕분에 아들이 잘 지낼 수 있어 항상 감사하고 있어.,2
8436,좋은 성적을 받으셔서 만족스러우시군요.,응 그래서 놀러갈 수 있게 됐어.,2
8437,결혼하신다니 너무 축하드려요.,이제 결혼하면 안정적이고 편안한 생활을 할 수 있을 거 같아 기대돼.,2
8438,취업에 성공하셨군요!,부모님이 나보다 기뻐하시더라구. 지금 오피스룩 사러 가기로 했어.,2
8439,여행을 갈 계획이 있으시군요. 어떤 기분이신가요?,너무 설레고 신나서 잠이 오지 않을 정도야.,2
8440,운전을 좋아하시나 보군요.,요즘 대인관계에 대한 고민으로 머리가 복잡한데 핸들을 잡으면 편안하고 안정이 되는 것 같아.,2
8441,부서에 일 잘하는 팀장님이 오셔서 기분이 좋으시군요.,우리 부서가 조용한 편인데 새로 오신 팀장님이 많이 어색하시면 안 되는데.,2
8442,댁에 있는 시간이 늘었군요.,코로나 때문에 약속이 없으니 집에서 쉴 시간이 많아. 휴식 시간이 늘어나서 여유롭네.,2
8443,수술하셨는데 또 생겼다니 아주 당황스러우셨겠어요.,그런 사람이 있다고는 하던데 그게 나일 줄은 몰랐네. 다행인 거는 폐경이 다가오면 혹이 많이 커지지는 않는다고 하더라고.,2
8444,언니가 취업에 성공해서 기쁘시군요.,언니에게 좋은 선물을 해 주고 싶은데 뭘 갖고 싶어 할지 모르겠어.,2
8445,남들보다 일찍 결혼한 것이 후회스러운가 봐요.,난 늘 집안일과 육아에 치이고 사는데 친구 중 한 명은 얼마 전에 해외여행을 다녀왔어. 너무 멋있어 보였어.,2
8446,집에 가면 술잔을 기울여줄 친구가 있다는 건 정말 행복한 일이죠! 기쁘시겠어요.,이럴 땐 친구를 정말 잘 사귀었다는 생각이 들어.,2
8447,원하는 곳에 충분히 지원할 수 있다니 기쁘겠어요.,전공도 아직 못 정했지만 원하는 대학에만 가면 전공은 상관없을 것 같아.,2
8448,사람들이 많으니 기분이 좋아지셨군요.,응. 난 사람들이 많은 곳에서 활기가 나는 게 좋더라고.,2
8449,무슨 좋은 일이 있으세요?,평소에 비만이었는데 운동하고 음식에 신경을 썼더니 살이 많이 빠졌어.,2
8450,찾으셨다니 매우 좋은소식이군요?,응 내 노후자금이었는데 찾아서 다행이야.,2
8451,모임에서 잘 챙겨주는 아내 때문에 당황스러우셨군요.,평소엔 잘 안 챙겨주는데 부부동반 모임 사람들 앞에선 잘 챙겨주더라고.,2
8452,남편이 그런 배려를 해줘서 정말 좋겠어요.,너무 좋은데 일을 다 남편에게 맡기고 놀러 가는 게 너무 이기적인 행동이 아닐까 걱정이 되기도 해.,2
8453,노력으로 성공하셔서 행복하시겠어요. 앞으로는 어떻게 할 예정이신가요?,내 남은 일생을 느긋하게 노후를 즐길거야.,2
8454,면접을 잘 보셨다니 정말 좋은 일이네요. 좋은 결과가 있으시길 바라요.,면접 준비를 도와주신 지인께 선물해드리고 싶어!,2
8455,좀 더 자세히 말씀해주시겠어요?,예전에 들어놓은 보험 덕분에 병원비를 줄이는 데 도움을 많이 받았어.,2
8456,신입 직원이 친절하다고 생각하시는군요.,보고서 작성하느라 매일 밤새고 매우 힘들었는데 그 직원이 나머지 작성은 도와주겠대.,2
8457,재정으로 인해 신뢰하는 감정을 느꼈나 보네요.,어느 정도는 돈이 있어야 든든해지는 것 같아.,2
8458,약속 시간에 늦어서 여유롭게 나가시려고 생각하시는군요. 무슨 약속인지 들어봐도 될까요?,친구랑 만나서 밥을 먹기로 한 약속이거든.,2
8459,점수와 관계없이 노력한 본인에게 만족하시는군요.,점수에 일희일비하지 않으려고 해. 하지만 다음에는 노력에 걸맞은 결과가 나왔으면 좋겠어.,2
8460,그러세요. 왜 그러신 것 같으세요?,성격이 급한 거 같아. 그래서 좀 느긋하게 편히 생각하려 노력 중이야.,2
8461,스스로 믿는 것이 공부의 시작이라 생각하시는군요.,응. 그래야지 더 좋은 결과가 나오는 것 같아.,2
8462,재택근무로 교통체증을 겪지 않아도 돼서 편하시겠군요.,앞으로도 계속 재택근무를 하고 싶어.,2
8463,결혼 생활에 만족하시는군요.,응. 요즘 너무 행복한 시간을 보내는 것 같아.,2
8464,친한 친구였다면 눈물이 날 수 있을 것 같아요. 사용자님 같은 친구가 있는 친구 분은 정말 행운인 것 같아요.,그런데 나는 지금 내가 하고 싶은 거 다 하면서 살 수 있어서 아직 결혼 생각은 별로 없거든.,2
8465,무능력하다는 생각이 들어 속상하시겠어요.,후원금이라도 얼마나 고마운지 그게 아니었다면 난 살 수 없었을지도 몰라.,2
8466,자식분들에게 고혈압이 없다니 기쁘시겠어요.,기쁘지. 아픈 곳 없이 건강해서 고맙다고 말해주고 싶어.,2
8467,동기를 만나서 엄청 기쁘셨군요.,한 이 년쯤 안 봤는데 너무 재밌었어.,2
8468,엄청난 집중력으로 해내셨네요. 기쁘실 것 같아요.,응. 저번 주에 나눠준 건데 너무 미룬 것 같아.,2
8469,친구분이 사과를 받아주셨군요.,친구는 괴롭힘당하면서도 나에게 웃어줬어. 사과를 받아준 친구한테 너무 고마워.,2
8470,증오스러운 감정이 드는 것은 당연하죠. 정의감이 불타오르는 ㅇㅇ님이 존경스러워요.,나는 따돌림이 학교에서 사라졌으면 좋겠다고 생각도 해.,2
8471,지금의 기분은 아주 좋아 보이네요.,그 전에는 내가 이 일을 계속해야 하나 의심이 들었는데 이제는 아주 만족해.,2
8472,편안함을 느끼시는군요. 만약 조언을 해 주지 않으셨다면 어땠을까요?,처음부터 끝까지 스스로 배웠을 테지. 오늘 저녁은 내가 맛있는 요리를 해드리고 싶어.,2
8473,건강하셔서 다행이에요.,건강해서 너무 행복하다.,2
8474,직장생활에 만족하셔서 다행이군요. 구체적으로 어떠한 점이 만족스럽나요?,중소기업이지만 마음도 편하고 사람들도 좋아.,2
8475,직장면접에 자신 있으시군요.,많이 준비했으니 좋은 결과가 있을 거라고 기대하고 있어.,2
8476,걱정이 해결되어 만족스럽군요. 어떻게 상황이 달라졌나요? ,노후 준비는 충분하지만 아들이 걱정이었는데 이번에 아들이 공무원 시험에 합격했어.,2
8477,요즘 속상한 일이 있으신가 보군요. 어떻게 된 일인지 자세하게 이야기해 주실 수 있을까요?,젊었을 때는 돈의 중요성을 못 느끼며 살았는데 나이가 들수록 돈의 중요성이 많이 와 닿아.,2
8478,예전 같지 않은 몸이더라도 감사함을 가지려 하시는군요.,건강이란 것도 따지면 상대적이니 휠체어 타거나 부축 없이 다니지 못하는 것에 비하면 행복이지.,2
8479,기분 좋으셨겠네요.,내가 오랫동안 상담해 드린 고객님인데 감사하다고 음료수를 들고 오셨더라고.,2
8480,모의고사 등급이 올랐다니 기쁘겠어요.,지난번에 등급이 떨어졌을 때 너무 우울했거든.,2
8481,승진 시험에 합격하여 좋은 결과를 얻으셨군요.,계속 탈락해서 마음고생을 많이 했는데 정말 다행인 것 같아.,2
8482,우와. 정말 축하드려요.,이게 다 우리 부모님 덕분이지. 어릴 때부터 나한테 영어 공부를 시키셨거든. 영어를 잘한 게 결정적이었나 봐.,2
8483,마음이 나아지신 거 같다니 다행이네요.,지금도 좋지만 우울증을 이겨내기 위한 더 좋은 방법이 있을 것도 같아.,2
8484,재정에 당황하셨군요.,이번 달 지출이 너무 컸어.,2
8485,아직 연애 경험이 없으시군요. 연애에 대해 어떻게 생각하고 계세요?,연애? 가끔 하고 싶은 생각은 드는데 그래도 예전보다는 마음이 느긋해졌어.,2
8486,걱정 받는 일은 늘 고마울 것 같아요.,내 고혈압에 대해 안부 전화를 해주는 손녀가 기특하고 고마워 잘 챙겨줘야겠어.,2
8487,시험에 한 번에 합격하시다니 정말 기쁘시겠어요.,이번 시험으로 딴 자격증으로 원하던 회사에 지원할 수 있을 것 같아.,2
8488,인턴으로 취업한 곳에서 정규직 전환될 것 같다니 정말 기쁘시겠어요.,정말 기뻐. 하던 대로 열심히 하면 정규직 전환은 물론이고 내가 가고 싶었던 팀으로도 갈 수 있을 것 같아서 뿌듯해.,2
8489,결혼을 하니 기쁘시군요. 더 자세히 이야기 해주시겠어요?,심장이 쿵쾅대서 가만히 앉아있는 것도 힘드네. 나 지금도 완전히 흥분 모드야.,2
8490,우리 팀이 회사에서 가장 뛰어나다고 믿으시는군요. 어디서 그런 신뢰가 비롯되었을까요?,우리 팀은 개개인의 역량도 뛰어나지만 팀워크가 정말 좋아. 좋은 팀워크를 계속 유지하고 싶어.,2
8491,옆집 총각이 복지관까지 데려다주어 고마우시군요.,늘 말로만 고맙다고 했는데 한번 식사라도 대접하고 싶은데 아직 이야기를 못했네.,2
8492,친구가 부도덕한 행동을 해서 화가 많이 나셨겠어요. 어떻게 알게 되신 거예요?,나도 다른 사람을 통해 듣긴 했어. 설마 유부남을 만나진 않았겠지? 괜히 설레발인가?,2
8493,학교 폭력 위원회에 신고하셨군요. 매우 기쁘시겠어요.,맞아. 이제 날 괴롭힌 친구들은 이 학교를 나가게 될 거야.,2
8494,응급구조 팀의 도움으로 위험을 넘겨서 기쁘시군요.,응급구조 팀이 정말 빠르게 도착해서 나에게 약을 처방해주는 모습을 보고 너무 기뻤어.,2
8495,출산예정일을 앞두고 보고 싶었던 영화를 보셨군요.,영화관에서 본 거라 음향 좋고 대형 화면이어서 재밌었어. 요즘 영화관을 못 갔거든.,2
8496,산책을 하셨군요. 즐거웠겠어요.,앞으로 산책을 자주 하고 싶은데 비가 오거나 눈이 오면 어떡하지?,2
8497,공부한 만큼 성적이 나오지 않아 속상하신 것 같아요.,요즘 인생 통틀어 정말 열심히 하고 있거든.,2
8498,확신이 있어 좋겠어요.,공부도 많이 하고 책도 많이 읽는 중이야.,2
8499,투자했다고 하신 말 들은 것 같아요.,그거 대박 나서 곧 부자가 될 거 같아.,2
8500,어머니에게 정성이 담긴 선물을 드렸네요.,엄마가 너무 감격스러워해서 쑥스러웠지만 정말 뿌듯했어.,2
8501,후임이 일을 잘하시는군요.,맡기는 일마다 척척 해내니 너무 신뢰성이 생기는 거 있지?,2
8502,아이가 생기고 세상을 더 따뜻한 시선으로 바라보게 되셨군요.,예전에는 그냥 지나치던 것들도 관심을 갖고 도와주게 되었어.,2
8503,아내 분을 챙겨줄 사람이 많아 안도감을 느끼셨나 보네요.,우리 아내는 덜렁거리고 칠칠치 못해서 누가 옆에서 늘 챙겨줘야 하거든.,2
8504,친구가 사용자님의 사업에 어떤 도움이 될 것 같나요?,그의 사업이 잘돼서 내게 금전적으로 큰 지원을 해 줄 수 있게 됐어.,2
8505,가고 싶은 회사에 취직하고 첫 출근이군요.,오랫동안 준비한 곳이기도 해서 매우 기대하고 있어.,2
8506,가족에게 짜증을 내게 되어 신경 쓰이시는군요. 기분은 어떠신가요?,가족들에게 짜증을 내고 나서는 나 자신에게 매우 속상해. 그렇지만 가족들이 다독여줘서 아주 편해졌어.,2
8507,아내와 여행 준비 중이시군요. 정말 기대되시겠어요.,이번 주는 어디를 가야 아내가 행복해할까?,2
8508,따돌림당하는 친구를 도와주려고 하시는군요.,맞아. 난 항상 그럴 준비가 되어있어. 문제는 내 주위에 그런 애가 없다는 거지만.,2
8509,그녀의 고백에 흥분한 모습이네요. 이제 여자친구와 어떻게 진행하실 생각이세요?,일단 오늘은 함께 식사하면서 마음을 교류하고 싶어. 천천히 꾸준하게 이어나갈 거야.,2
8510,담임선생님이 너무 좋으시군요. 어떤 점이 좋으신가요?,진로에 대한 고민이 많았는데 진지하게 상담해 주셨거든.,2
